time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
448.00,0.104,0.788,0.146,25.354,0.0214,0.660,5
450.00,0.100,0.869,0.158,25.337,0.0210,0.664,5
452.00,0.096,0.812,0.207,25.310,0.0252,0.620,5
454.00,0.092,0.735,0.098,25.306,0.0202,0.409,5
456.00,0.088,0.664,0.123,25.325,0.0203,0.436,5
458.00,0.084,0.735,0.140,25.281,0.0211,0.554,5
460.00,0.080,0.912,0.122,25.388,0.0195,0.611,5
462.00,0.076,0.959,0.132,25.341,0.0192,0.594,5
464.00,0.072,1.002,0.157,25.338,0.0194,0.535,5
466.00,0.068,1.131,0.119,25.326,0.0231,0.532,5
468.00,0.064,1.330,0.104,25.278,0.0237,0.549,5
470.00,0.060,1.484,0.163,25.314,0.0243,0.596,5
472.00,0.056,1.710,0.135,25.368,0.0236,0.597,5
474.00,0.052,1.955,0.115,25.316,0.0248,0.561,5
476.00,0.048,2.141,0.166,25.328,0.0227,0.582,5
478.00,0.044,2.202,0.180,25.324,0.0223,0.515,5
480.00,0.040,2.430,0.221,25.294,0.0237,0.685,5
482.00,0.036,2.611,0.170,25.355,0.0243,0.555,5
484.00,0.032,2.816,0.157,25.292,0.0247,0.536,5
486.00,0.028,3.024,0.149,25.327,0.0250,0.514,5
488.00,0.024,3.340,0.152,25.362,0.0248,0.591,4
490.00,0.020,3.710,0.195,25.392,0.0241,0.685,5
492.00,0.016,4.007,0.159,25.313,0.0237,0.558,5
494.00,0.012,4.244,0.157,25.302,0.0267,0.488,5
496.00,0.008,4.327,0.100,25.290,0.0252,0.274,5
498.00,0.004,4.496,0.127,25.361,0.0242,0.443,5
500.00,0.000,4.675,0.112,25.336,0.0249,0.339,5
