time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
178.00,0.356,7.999,0.260,25.454,0.0182,1.495,5
180.00,0.360,8.113,0.229,25.447,0.0181,1.452,5
182.00,0.364,8.185,0.254,25.360,0.0167,1.552,5
184.00,0.368,8.195,0.245,25.378,0.0176,1.602,5
186.00,0.372,8.124,0.254,25.420,0.0144,1.692,5
188.00,0.376,8.096,0.217,25.376,0.0137,1.602,5
190.00,0.380,8.284,0.208,25.374,0.0128,1.439,5
192.00,0.384,8.386,0.320,25.379,0.0119,1.698,5
194.00,0.388,8.508,0.225,25.394,0.0130,1.545,5
196.00,0.392,8.626,0.246,25.392,0.0156,1.590,5
198.00,0.396,8.614,0.267,25.365,0.0164,1.745,5
200.00,0.400,8.836,0.227,25.341,0.0145,1.502,5
202.00,0.404,8.998,0.227,25.310,0.0140,1.556,5
204.00,0.408,9.083,0.227,25.317,0.0149,1.642,5
206.00,0.412,9.160,0.262,25.304,0.0131,1.714,5
208.00,0.416,9.294,0.278,25.368,0.0120,1.713,5
210.00,0.420,9.438,0.282,25.346,0.0127,1.720,5
212.00,0.424,9.501,0.279,25.411,0.0118,1.799,5
214.00,0.428,9.614,0.278,25.370,0.0107,1.763,5
216.00,0.432,9.772,0.256,25.331,0.0109,1.704,5
218.00,0.436,9.799,0.283,25.335,0.0109,1.870,5
220.00,0.440,9.833,0.304,25.387,0.0119,1.915,5
222.00,0.444,10.005,0.214,25.423,0.0153,1.667,5
224.00,0.448,10.023,0.312,25.406,0.0181,1.969,5
226.00,0.452,10.090,0.279,25.356,0.0164,1.883,5
228.00,0.456,10.273,0.262,25.408,0.0167,1.772,5
230.00,0.460,10.464,0.302,25.428,0.0174,1.848,5
232.00,0.464,10.590,0.332,25.422,0.0151,1.965,5
234.00,0.468,10.648,0.341,25.377,0.0142,2.045,5
236.00,0.472,10.787,0.364,25.361,0.0152,2.029,5
238.00,0.476,11.017,0.350,25.382,0.0160,1.956,5
240.00,0.480,11.191,0.331,25.302,0.0148,1.984,5
242.00,0.484,11.149,0.319,25.309,0.0136,2.145,5
244.00,0.488,11.154,0.359,25.333,0.0136,2.188,5
246.00,0.492,11.118,0.417,25.357,0.0144,2.325,5
248.00,0.496,11.083,0.427,25.366,0.0160,2.358,5
250.00,0.500,11.128,0.388,25.393,0.0165,2.238,5
252.00,0.504,11.365,0.357,25.395,0.0178,2.046,5
254.00,0.508,11.607,0.346,25.362,0.0189,2.035,5
256.00,0.512,11.695,0.357,25.407,0.0193,2.199,5
258.00,0.516,11.831,0.323,25.436,0.0188,2.087,5
260.00,0.520,12.046,0.347,25.404,0.0182,2.069,5
262.00,0.524,12.179,0.361,25.442,0.0181,2.188,5
264.00,0.528,12.347,0.353,25.505,0.0182,2.169,5
266.00,0.532,12.464,0.427,25.448,0.0181,2.336,5
268.00,0.536,12.555,0.410,25.487,0.0194,2.363,5
270.00,0.540,12.705,0.385,25.480,0.0202,2.279,5
272.00,0.544,12.879,0.360,25.456,0.0202,2.218,5
274.00,0.548,13.065,0.342,25.453,0.0176,2.180,5
276.00,0.552,13.186,0.379,25.477,0.0197,2.311,5
278.00,0.556,13.272,0.410,25.451,0.0207,2.414,5
280.00,0.560,13.406,0.401,25.463,0.0198,2.375,5
282.00,0.564,13.740,0.299,25.473,0.0180,2.064,5
284.00,0.568,13.998,0.327,25.568,0.0158,2.192,5
286.00,0.572,14.194,0.326,25.579,0.0193,2.247,5
288.00,0.576,14.337,0.417,25.449,0.0199,2.457,5
290.00,0.580,14.665,0.385,25.414,0.0210,2.268,5
292.00,0.584,14.868,0.374,25.409,0.0198,2.366,5
294.00,0.588,15.007,0.399,25.407,0.0220,2.470,5
296.00,0.592,15.205,0.349,25.424,0.0191,2.349,5
298.00,0.596,15.451,0.346,25.422,0.0167,2.323,5
300.00,0.600,15.698,0.346,25.283,0.0166,2.343,5
302.00,0.604,15.850,0.388,25.325,0.0165,2.499,5
304.00,0.608,15.984,0.361,25.313,0.0165,2.485,5
306.00,0.612,16.153,0.377,25.346,0.0148,2.493,5
308.00,0.616,16.441,0.338,25.394,0.0200,2.351,5
310.00,0.620,16.766,0.365,25.335,0.0209,2.378,5
312.00,0.624,16.816,0.412,25.409,0.0186,2.688,5
314.00,0.628,16.975,0.426,25.387,0.0185,2.632,5
316.00,0.632,17.085,0.411,25.412,0.0219,2.646,5
318.00,0.636,17.258,0.430,25.423,0.0192,2.630,5
320.00,0.640,17.385,0.477,25.384,0.0193,2.778,5
322.00,0.644,17.577,0.445,25.260,0.0199,2.694,5
324.00,0.648,17.827,0.419,25.250,0.0180,2.623,5
326.00,0.652,18.039,0.418,25.198,0.0202,2.664,5
328.00,0.656,18.178,0.409,25.214,0.0178,2.728,5
330.00,0.660,18.213,0.497,25.232,0.0156,2.965,5
332.00,0.664,18.439,0.462,25.321,0.0170,2.765,4
334.00,0.668,18.723,0.395,25.319,0.0201,2.625,5
336.00,0.672,19.023,0.465,25.287,0.0197,2.742,5
338.00,0.676,19.348,0.420,25.376,0.0201,2.660,5
340.00,0.680,19.766,0.423,25.342,0.0185,2.601,5
342.00,0.684,19.983,0.483,25.296,0.0167,2.873,5
344.00,0.688,20.161,0.464,25.305,0.0199,2.886,5
346.00,0.692,20.262,0.456,25.335,0.0182,2.944,5
348.00,0.696,20.450,0.484,25.356,0.0142,2.937,5
350.00,0.700,20.518,0.548,25.347,0.0137,3.149,5
352.00,0.704,20.886,0.469,25.378,0.0159,2.786,5
354.00,0.708,21.057,0.502,25.413,0.0144,3.014,5
356.00,0.712,21.128,0.464,25.435,0.0124,3.053,5
358.00,0.716,21.163,0.473,25.407,0.0136,3.102,5
360.00,0.720,21.241,0.500,25.413,0.0142,3.128,5
362.00,0.724,21.471,0.478,25.417,0.0155,2.981,5
364.00,0.728,21.802,0.466,25.363,0.0118,2.888,5
366.00,0.732,22.116,0.470,25.343,0.0126,2.925,5
368.00,0.736,22.421,0.511,25.357,0.0099,3.011,5
370.00,0.740,22.676,0.533,25.339,0.0092,3.100,5
372.00,0.744,23.019,0.469,25.347,0.0057,2.944,5
374.00,0.748,23.381,0.545,25.345,0.0075,3.072,5
376.00,0.752,23.581,0.519,25.406,0.0109,3.167,5
378.00,0.756,23.856,0.545,25.402,0.0131,3.162,5
380.00,0.760,24.020,0.605,25.380,0.0113,3.362,5
382.00,0.764,24.192,0.613,25.445,0.0135,3.385,5
384.00,0.768,24.489,0.528,25.404,0.0122,3.160,5
386.00,0.772,24.619,0.567,25.367,0.0126,3.369,5
388.00,0.776,24.799,0.572,25.430,0.0107,3.351,5
390.00,0.780,25.010,0.548,25.439,0.0154,3.302,5
392.00,0.784,25.176,0.527,25.440,0.0167,3.317,5
394.00,0.788,25.229,0.599,25.416,0.0141,3.539,5
396.00,0.792,25.369,0.594,25.425,0.0140,3.479,5
398.00,0.796,25.536,0.567,25.459,0.0118,3.427,5
400.00,0.800,25.803,0.529,25.508,0.0119,3.297,5
402.00,0.804,26.036,0.580,25.444,0.0134,3.421,5
404.00,0.808,26.285,0.560,25.430,0.0133,3.392,5
406.00,0.812,26.651,0.524,25.429,0.0120,3.247,5
408.00,0.816,26.858,0.565,25.436,0.0129,3.457,5
410.00,0.820,27.132,0.568,25.472,0.0111,3.424,5
412.00,0.824,27.360,0.545,25.485,0.0119,3.438,5
414.00,0.828,27.519,0.563,25.469,0.0107,3.530,5
416.00,0.832,27.697,0.590,25.464,0.0107,3.568,5
418.00,0.836,27.741,0.629,25.450,0.0082,3.754,5
420.00,0.840,27.883,0.633,25.301,0.0104,3.691,5
422.00,0.844,28.127,0.665,25.272,0.0109,3.678,5
424.00,0.848,28.282,0.615,25.310,0.0089,3.678,5
426.00,0.852,28.608,0.576,25.276,0.0107,3.488,5
428.00,0.856,28.874,0.634,25.210,0.0106,3.654,5
430.00,0.860,28.930,0.663,25.289,0.0106,3.884,5
432.00,0.864,29.156,0.623,25.325,0.0119,3.687,5
434.00,0.868,29.444,0.603,25.331,0.0100,3.623,5
436.00,0.872,29.760,0.585,25.354,0.0119,3.586,5
438.00,0.876,29.997,0.605,25.398,0.0113,3.691,5
440.00,0.880,30.290,0.630,25.334,0.0110,3.703,5
442.00,0.884,30.538,0.623,25.305,0.0128,3.741,5
444.00,0.888,30.810,0.637,25.238,0.0144,3.758,5
446.00,0.892,30.922,0.663,25.292,0.0106,3.950,5
448.00,0.896,31.062,0.640,25.345,0.0116,3.903,5
450.00,0.900,31.267,0.605,25.351,0.0115,3.796,5
452.00,0.904,31.547,0.570,25.294,0.0094,3.679,5
454.00,0.908,31.817,0.628,25.359,0.0098,3.811,5
456.00,0.912,32.076,0.618,25.316,0.0096,3.821,5
458.00,0.916,32.152,0.659,25.376,0.0114,4.050,5
460.00,0.920,32.266,0.663,25.346,0.0126,4.040,5
462.00,0.924,32.391,0.672,25.349,0.0125,4.059,5
464.00,0.928,32.552,0.708,25.379,0.0118,4.099,5
466.00,0.932,32.856,0.661,25.386,0.0135,3.918,5
468.00,0.936,32.865,0.703,25.289,0.0130,4.244,5
470.00,0.940,33.016,0.630,25.287,0.0129,4.020,5
472.00,0.944,33.283,0.653,25.330,0.0132,3.976,5
474.00,0.948,33.456,0.683,25.352,0.0136,4.109,5
476.00,0.952,33.543,0.674,25.396,0.0122,4.179,5
478.00,0.956,33.722,0.700,25.361,0.0118,4.169,5
480.00,0.960,34.056,0.668,25.342,0.0164,4.007,5
482.00,0.964,34.376,0.717,25.337,0.0158,4.106,5
484.00,0.968,34.591,0.703,25.338,0.0190,4.180,5
486.00,0.972,34.879,0.636,25.317,0.0156,4.018,5
488.00,0.976,35.198,0.637,25.340,0.0122,4.001,5
490.00,0.980,35.482,0.661,25.394,0.0126,4.090,5
492.00,0.984,35.727,0.663,25.404,0.0143,4.139,5
494.00,0.988,35.868,0.753,25.312,0.0141,4.371,5
496.00,0.992,35.997,0.741,25.351,0.0126,4.388,5
498.00,0.996,36.115,0.728,25.260,0.0131,4.388,5
500.00,1.000,36.475,0.706,25.242,0.0114,4.170,5
