time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
390.00,0.220,-1.875,0.233,25.429,0.0154,1.156,4
392.00,0.216,-1.803,0.226,25.441,0.0171,1.139,4
394.00,0.212,-1.659,0.219,25.415,0.0168,1.182,4
396.00,0.208,-1.528,0.214,25.406,0.0165,1.142,4
398.00,0.204,-1.384,0.246,25.370,0.0168,1.193,5
400.00,0.200,-1.209,0.239,25.418,0.0161,1.171,4
402.00,0.196,-1.110,0.228,25.432,0.0164,1.078,4
404.00,0.192,-1.105,0.223,25.418,0.0181,0.992,4
406.00,0.188,-0.980,0.221,25.409,0.0172,1.088,4
408.00,0.184,-0.876,0.233,25.331,0.0172,1.079,4
410.00,0.180,-0.894,0.212,25.379,0.0182,0.927,4
412.00,0.176,-0.885,0.228,25.391,0.0200,0.952,5
414.00,0.172,-0.720,0.205,25.405,0.0172,1.036,4
416.00,0.168,-0.595,0.235,25.277,0.0164,1.036,5
418.00,0.164,-0.498,0.211,25.220,0.0180,0.973,4
420.00,0.160,-0.435,0.178,25.210,0.0184,0.877,4
422.00,0.156,-0.367,0.202,25.232,0.0191,0.910,4
424.00,0.152,-0.388,0.206,25.288,0.0199,0.827,4
426.00,0.148,-0.205,0.175,25.211,0.0188,0.929,4
428.00,0.144,-0.095,0.172,25.264,0.0199,0.854,4
430.00,0.140,0.012,0.138,25.245,0.0179,0.769,4
432.00,0.136,0.187,0.168,25.255,0.0157,0.871,4
434.00,0.132,0.324,0.147,25.337,0.0178,0.794,4
436.00,0.128,0.520,0.190,25.269,0.0186,0.884,4
438.00,0.124,0.766,0.177,25.239,0.0170,0.896,4
440.00,0.120,1.177,0.220,25.201,0.0145,1.092,4
442.00,0.116,1.417,0.139,25.273,0.0133,0.811,4
444.00,0.112,1.636,0.134,25.279,0.0133,0.790,5
446.00,0.108,1.733,0.156,25.317,0.0191,0.694,4
448.00,0.104,1.795,0.108,25.356,0.0190,0.572,4
450.00,0.100,1.726,0.109,25.332,0.0151,0.499,4
452.00,0.096,1.686,0.118,25.278,0.0148,0.460,5
454.00,0.092,1.580,0.091,25.251,0.0172,0.431,5
456.00,0.088,1.566,0.122,25.321,0.0166,0.484,4
458.00,0.084,1.589,0.176,25.278,0.0149,0.592,5
460.00,0.080,1.595,0.148,25.157,0.0131,0.519,5
462.00,0.076,1.605,0.188,25.221,0.0154,0.567,4
464.00,0.072,1.746,0.195,25.285,0.0177,0.666,5
466.00,0.068,1.909,0.165,25.333,0.0170,0.634,5
468.00,0.064,1.825,0.150,25.302,0.0167,0.414,4
470.00,0.060,1.969,0.148,25.338,0.0146,0.544,5
472.00,0.056,2.229,0.156,25.321,0.0135,0.647,4
474.00,0.052,2.500,0.143,25.286,0.0124,0.632,4
476.00,0.048,2.573,0.052,25.282,0.0174,0.312,5
478.00,0.044,2.615,0.065,25.374,0.0160,0.292,4
480.00,0.040,2.646,0.037,25.387,0.0161,0.251,4
482.00,0.036,2.819,0.078,25.274,0.0174,0.395,4
484.00,0.032,2.859,0.083,25.303,0.0174,0.277,5
486.00,0.028,2.992,0.092,25.322,0.0162,0.359,5
488.00,0.024,3.239,0.157,25.360,0.0141,0.529,5
490.00,0.020,3.416,0.130,25.289,0.0137,0.431,4
492.00,0.016,3.409,0.135,25.290,0.0102,0.360,4
494.00,0.012,3.428,0.098,25.336,0.0089,0.292,5
496.00,0.008,3.588,0.095,25.343,0.0126,0.301,5
498.00,0.004,3.633,0.041,25.319,0.0143,0.173,4
500.00,0.000,3.643,0.050,25.239,0.0123,0.149,5
