time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
392.00,0.098,0.551,0.045,25.426,0.0214,0.603,5
400.00,0.100,0.647,0.010,25.451,0.0222,0.338,5
408.00,0.102,0.712,0.068,25.371,0.0207,0.343,5
416.00,0.104,0.669,0.106,25.411,0.0200,0.576,5
424.00,0.106,0.613,0.105,25.325,0.0184,0.604,5
432.00,0.108,0.580,0.081,25.319,0.0252,0.527,5
440.00,0.110,0.580,0.116,25.329,0.0206,0.545,5
448.00,0.112,0.637,0.016,25.386,0.0183,0.410,5
456.00,0.114,0.638,0.055,25.373,0.0205,0.522,5
464.00,0.116,0.631,0.060,25.420,0.0230,0.477,5
472.00,0.118,0.603,0.110,25.520,0.0223,0.596,5
480.00,0.120,0.667,0.071,25.460,0.0190,0.627,5
488.00,0.122,0.755,0.093,25.424,0.0193,0.512,5
496.00,0.124,0.647,0.125,25.390,0.0176,0.775,5
504.00,0.126,0.627,0.121,25.498,0.0202,0.638,5
512.00,0.128,0.637,0.061,25.381,0.0199,0.529,5
520.00,0.130,0.606,0.106,25.450,0.0222,0.652,5
528.00,0.132,0.630,0.097,25.398,0.0178,0.555,5
536.00,0.134,0.662,0.122,25.368,0.0161,0.563,5
544.00,0.136,0.654,0.089,25.434,0.0202,0.667,5
552.00,0.138,0.617,0.070,25.467,0.0215,0.652,5
560.00,0.140,0.580,0.101,25.530,0.0173,0.718,5
568.00,0.142,0.519,0.146,25.526,0.0204,0.794,5
576.00,0.144,0.515,0.162,25.511,0.0242,0.737,4
584.00,0.146,0.502,0.137,25.508,0.0246,0.705,5
592.00,0.148,0.573,0.101,25.437,0.0190,0.493,5
600.00,0.150,0.609,0.102,25.497,0.0203,0.591,4
608.00,0.152,0.563,0.107,25.428,0.0211,0.738,5
616.00,0.154,0.619,0.065,25.520,0.0200,0.632,5
624.00,0.156,0.682,0.116,25.476,0.0198,0.575,4
632.00,0.158,0.736,0.127,25.469,0.0196,0.609,5
640.00,0.160,0.762,0.099,25.446,0.0195,0.629,4
648.00,0.162,0.832,0.126,25.499,0.0189,0.610,4
656.00,0.164,0.900,0.132,25.477,0.0210,0.636,4
664.00,0.166,0.886,0.095,25.450,0.0203,0.833,5
672.00,0.168,0.936,0.120,25.457,0.0213,0.658,4
680.00,0.170,1.022,0.121,25.455,0.0210,0.610,4
688.00,0.172,1.135,0.042,25.334,0.0217,0.650,4
696.00,0.174,1.109,0.151,25.353,0.0210,0.836,5
704.00,0.176,1.201,0.034,25.412,0.0217,0.600,4
712.00,0.178,1.226,0.105,25.422,0.0239,0.849,5
720.00,0.180,1.323,0.063,25.462,0.0232,0.566,4
728.00,0.182,1.360,0.131,25.377,0.0250,0.737,5
736.00,0.184,1.285,0.203,25.347,0.0248,1.042,5
744.00,0.186,1.374,0.117,25.349,0.0250,0.645,4
752.00,0.188,1.370,0.118,25.384,0.0216,0.806,5
760.00,0.190,1.457,0.078,25.424,0.0250,0.647,4
768.00,0.192,1.552,0.056,25.439,0.0181,0.598,5
776.00,0.194,1.607,0.128,25.422,0.0222,0.746,4
784.00,0.196,1.632,0.173,25.454,0.0167,0.872,4
792.00,0.198,1.654,0.117,25.378,0.0220,0.790,4
800.00,0.200,1.676,0.094,25.450,0.0211,0.770,4
808.00,0.202,1.769,0.107,25.473,0.0219,0.678,4
816.00,0.204,1.778,0.146,25.452,0.0256,0.857,5
824.00,0.206,1.880,0.142,25.362,0.0198,0.737,4
832.00,0.208,1.983,0.118,25.437,0.0203,0.693,4
840.00,0.210,1.977,0.132,25.525,0.0225,0.898,4
848.00,0.212,1.983,0.136,25.570,0.0181,0.917,4
856.00,0.214,1.936,0.149,25.430,0.0178,1.042,4
864.00,0.216,2.024,0.099,25.592,0.0223,0.736,4
872.00,0.218,2.111,0.066,25.590,0.0198,0.743,4
880.00,0.220,2.208,0.121,25.406,0.0207,0.748,4
888.00,0.222,2.290,0.120,25.410,0.0215,0.774,4
896.00,0.224,2.287,0.243,25.513,0.0206,1.107,4
904.00,0.226,2.378,0.195,25.461,0.0195,0.936,4
912.00,0.228,2.465,0.225,25.573,0.0195,0.960,4
920.00,0.230,2.519,0.179,25.506,0.0192,0.953,4
928.00,0.232,2.593,0.156,25.532,0.0208,0.876,4
936.00,0.234,2.674,0.213,25.485,0.0172,0.982,4
944.00,0.236,2.705,0.205,25.385,0.0163,1.040,4
952.00,0.238,2.723,0.190,25.473,0.0198,1.034,5
960.00,0.240,2.810,0.187,25.386,0.0181,0.945,5
968.00,0.242,2.761,0.194,25.473,0.0191,1.175,4
976.00,0.244,2.779,0.182,25.448,0.0207,1.089,4
984.00,0.246,2.837,0.166,25.347,0.0220,1.041,4
992.00,0.248,2.939,0.166,25.514,0.0218,0.906,4
1000.00,0.250,3.009,0.168,25.550,0.0195,0.968,4
1008.00,0.252,3.000,0.179,25.446,0.0215,1.120,4
1016.00,0.254,3.068,0.172,25.556,0.0221,0.988,4
1024.00,0.256,3.058,0.193,25.517,0.0192,1.157,4
1032.00,0.258,3.068,0.218,25.365,0.0202,1.175,4
1040.00,0.260,3.151,0.211,25.480,0.0200,1.054,4
1048.00,0.262,3.228,0.168,25.476,0.0218,0.997,4
1056.00,0.264,3.265,0.197,25.501,0.0185,1.117,5
1064.00,0.266,3.192,0.233,25.487,0.0213,1.357,5
1072.00,0.268,3.245,0.179,25.438,0.0216,1.062,5
1080.00,0.270,3.224,0.243,25.373,0.0192,1.303,5
1088.00,0.272,3.224,0.176,25.357,0.0234,1.166,5
1096.00,0.274,3.223,0.203,25.307,0.0202,1.220,5
1104.00,0.276,3.318,0.183,25.407,0.0243,1.037,5
1112.00,0.278,3.342,0.219,25.420,0.0207,1.219,5
1120.00,0.280,3.313,0.204,25.342,0.0221,1.271,5
1128.00,0.282,3.300,0.215,25.341,0.0191,1.280,5
1136.00,0.284,3.459,0.157,25.329,0.0186,0.917,5
1144.00,0.286,3.607,0.126,25.427,0.0229,0.932,5
1152.00,0.288,3.657,0.215,25.237,0.0224,1.198,5
1160.00,0.290,3.692,0.221,25.363,0.0175,1.243,5
1168.00,0.292,3.695,0.208,25.405,0.0186,1.282,5
1176.00,0.294,3.764,0.199,25.409,0.0227,1.156,5
1184.00,0.296,3.747,0.238,25.474,0.0198,1.375,5
1192.00,0.298,3.821,0.190,25.355,0.0219,1.154,5
1200.00,0.300,3.827,0.230,25.369,0.0224,1.338,5
1208.00,0.302,3.895,0.201,25.371,0.0207,1.191,5
1216.00,0.304,3.854,0.283,25.494,0.0203,1.494,5
1224.00,0.306,3.775,0.292,25.508,0.0232,1.595,5
1232.00,0.308,3.811,0.247,25.392,0.0213,1.344,5
1240.00,0.310,3.771,0.240,25.393,0.0221,1.455,5
1248.00,0.312,3.774,0.267,25.392,0.0189,1.446,5
1256.00,0.314,3.832,0.213,25.437,0.0208,1.269,5
1264.00,0.316,3.849,0.252,25.320,0.0219,1.408,5
1272.00,0.318,3.903,0.260,25.447,0.0206,1.368,5
1280.00,0.320,3.814,0.326,25.457,0.0202,1.716,5
1288.00,0.322,3.824,0.284,25.489,0.0213,1.488,5
1296.00,0.324,3.848,0.284,25.456,0.0219,1.452,5
1304.00,0.326,3.796,0.319,25.301,0.0246,1.662,5
1312.00,0.328,3.865,0.291,25.409,0.0219,1.409,5
1320.00,0.330,3.887,0.236,25.422,0.0223,1.411,5
1328.00,0.332,3.905,0.288,25.440,0.0231,1.510,5
1336.00,0.334,3.950,0.273,25.416,0.0218,1.453,5
1344.00,0.336,3.965,0.289,25.427,0.0216,1.540,5
1352.00,0.338,3.970,0.283,25.471,0.0225,1.553,5
1360.00,0.340,3.950,0.312,25.540,0.0199,1.639,5
1368.00,0.342,4.009,0.256,25.526,0.0214,1.424,5
1376.00,0.344,3.931,0.393,25.436,0.0219,1.880,5
1384.00,0.346,3.833,0.341,25.460,0.0225,1.828,5
1392.00,0.348,3.811,0.311,25.472,0.0220,1.669,5
1400.00,0.350,3.856,0.239,25.446,0.0227,1.445,5
1408.00,0.352,3.878,0.270,25.543,0.0212,1.547,5
1416.00,0.354,3.823,0.363,25.582,0.0203,1.832,5
1424.00,0.356,3.859,0.257,25.577,0.0179,1.515,4
1432.00,0.358,3.937,0.336,25.451,0.0201,1.585,5
1440.00,0.360,4.033,0.304,25.432,0.0198,1.512,5
1448.00,0.362,4.086,0.298,25.481,0.0192,1.577,5
1456.00,0.364,4.075,0.306,25.534,0.0211,1.697,5
1464.00,0.366,4.152,0.310,25.499,0.0215,1.567,5
1472.00,0.368,4.171,0.316,25.479,0.0197,1.681,5
1480.00,0.370,4.211,0.288,25.514,0.0206,1.609,5
1488.00,0.372,4.305,0.262,25.511,0.0197,1.485,5
1496.00,0.374,4.349,0.322,25.503,0.0179,1.668,5
1504.00,0.376,4.348,0.316,25.465,0.0213,1.738,5
1512.00,0.378,4.325,0.349,25.544,0.0220,1.832,5
1520.00,0.380,4.377,0.325,25.528,0.0208,1.676,5
1528.00,0.382,4.425,0.303,25.546,0.0180,1.648,5
1536.00,0.384,4.517,0.349,25.587,0.0183,1.676,5
1544.00,0.386,4.587,0.317,25.579,0.0189,1.654,5
1552.00,0.388,4.637,0.310,25.454,0.0194,1.682,5
1560.00,0.390,4.529,0.432,25.499,0.0189,2.154,5
1568.00,0.392,4.599,0.316,25.574,0.0221,1.674,5
1576.00,0.394,4.646,0.342,25.489,0.0184,1.763,5
1584.00,0.396,4.615,0.351,25.561,0.0197,1.913,5
1592.00,0.398,4.612,0.421,25.508,0.0198,1.988,5
1600.00,0.400,4.690,0.337,25.586,0.0218,1.727,5
1608.00,0.402,4.621,0.402,25.557,0.0212,2.074,5
1616.00,0.404,4.686,0.259,25.516,0.0184,1.632,5
1624.00,0.406,4.735,0.337,25.478,0.0189,1.788,5
1632.00,0.408,4.789,0.306,25.542,0.0180,1.743,5
1640.00,0.410,4.772,0.361,25.502,0.0186,1.951,5
1648.00,0.412,4.694,0.427,25.573,0.0200,2.162,5
1656.00,0.414,4.662,0.368,25.522,0.0198,1.999,5
1664.00,0.416,4.630,0.426,25.589,0.0189,2.105,5
1672.00,0.418,4.567,0.385,25.489,0.0173,2.087,5
1680.00,0.420,4.550,0.402,25.556,0.0194,2.056,5
1688.00,0.422,4.501,0.400,25.470,0.0196,2.106,5
1696.00,0.424,4.488,0.370,25.439,0.0206,2.010,5
1704.00,0.426,4.488,0.414,25.515,0.0207,2.063,5
1712.00,0.428,4.547,0.325,25.551,0.0224,1.821,5
1720.00,0.430,4.542,0.394,25.621,0.0186,2.051,5
1728.00,0.432,4.537,0.370,25.456,0.0232,2.018,5
1736.00,0.434,4.675,0.339,25.588,0.0230,1.731,5
1744.00,0.436,4.723,0.376,25.494,0.0204,1.956,5
1752.00,0.438,4.784,0.344,25.605,0.0199,1.888,5
1760.00,0.440,4.718,0.408,25.636,0.0201,2.199,5
1768.00,0.442,4.736,0.374,25.560,0.0222,2.015,5
1776.00,0.444,4.727,0.376,25.508,0.0189,2.078,5
1784.00,0.446,4.768,0.377,25.570,0.0178,1.995,5
1792.00,0.448,4.812,0.368,25.480,0.0195,1.992,5
1800.00,0.450,4.820,0.367,25.426,0.0178,2.051,5
1808.00,0.452,4.845,0.396,25.447,0.0186,2.079,5
1816.00,0.454,4.891,0.356,25.481,0.0193,1.980,5
1824.00,0.456,4.935,0.371,25.625,0.0158,2.021,5
1832.00,0.458,4.897,0.439,25.550,0.0193,2.268,5
1840.00,0.460,4.954,0.366,25.552,0.0209,1.999,5
1848.00,0.462,4.953,0.416,25.535,0.0196,2.180,5
1856.00,0.464,4.978,0.400,25.674,0.0213,2.110,5
1864.00,0.466,5.078,0.379,25.653,0.0184,1.979,5
1872.00,0.468,5.187,0.345,25.586,0.0184,1.910,5
1880.00,0.470,5.244,0.402,25.622,0.0163,2.094,5
1888.00,0.472,5.271,0.392,25.629,0.0203,2.133,5
1896.00,0.474,5.261,0.431,25.701,0.0215,2.258,5
1904.00,0.476,5.350,0.388,25.585,0.0198,2.038,5
1912.00,0.478,5.305,0.401,25.666,0.0184,2.270,5
1920.00,0.480,5.360,0.444,25.556,0.0186,2.202,5
1928.00,0.482,5.349,0.453,25.667,0.0217,2.324,5
1936.00,0.484,5.501,0.376,25.620,0.0229,1.939,5
1944.00,0.486,5.526,0.414,25.606,0.0189,2.213,5
1952.00,0.488,5.553,0.411,25.737,0.0207,2.214,4
1960.00,0.490,5.599,0.415,25.778,0.0200,2.197,5
1968.00,0.492,5.614,0.427,25.806,0.0199,2.274,5
1976.00,0.494,5.606,0.488,25.752,0.0190,2.415,5
1984.00,0.496,5.680,0.409,25.649,0.0173,2.162,5
1992.00,0.498,5.605,0.447,25.701,0.0211,2.459,5
2000.00,0.500,5.637,0.402,25.741,0.0198,2.231,5
2008.00,0.502,5.627,0.427,25.687,0.0194,2.341,5
2016.00,0.504,5.667,0.403,25.651,0.0212,2.223,5
2024.00,0.506,5.703,0.407,25.585,0.0179,2.251,5
2032.00,0.508,5.709,0.428,25.675,0.0217,2.333,4
2040.00,0.510,5.741,0.436,25.725,0.0179,2.318,5
2048.00,0.512,5.807,0.336,25.711,0.0190,2.102,5
2056.00,0.514,5.793,0.447,25.636,0.0168,2.426,5
2064.00,0.516,5.795,0.457,25.579,0.0232,2.416,5
2072.00,0.518,5.774,0.471,25.548,0.0207,2.485,4
2080.00,0.520,5.788,0.463,25.652,0.0166,2.417,5
2088.00,0.522,5.861,0.389,25.606,0.0185,2.207,5
2096.00,0.524,5.881,0.416,25.584,0.0151,2.352,5
2104.00,0.526,5.986,0.428,25.595,0.0168,2.240,5
2112.00,0.528,6.084,0.449,25.645,0.0203,2.295,5
2120.00,0.530,6.057,0.494,25.594,0.0179,2.575,5
2128.00,0.532,6.067,0.456,25.708,0.0164,2.462,5
2136.00,0.534,6.056,0.470,25.749,0.0158,2.529,4
2144.00,0.536,6.121,0.463,25.697,0.0160,2.396,5
2152.00,0.538,6.108,0.512,25.752,0.0174,2.612,5
2160.00,0.540,6.137,0.476,25.751,0.0183,2.485,5
2168.00,0.542,6.138,0.505,25.659,0.0182,2.585,5
2176.00,0.544,6.189,0.446,25.624,0.0169,2.418,5
2184.00,0.546,6.192,0.500,25.725,0.0214,2.583,5
2192.00,0.548,6.303,0.401,25.788,0.0188,2.256,4
2200.00,0.550,6.258,0.448,25.748,0.0190,2.578,5
2208.00,0.552,6.279,0.503,25.734,0.0205,2.578,4
2216.00,0.554,6.293,0.482,25.658,0.0187,2.565,5
2224.00,0.556,6.283,0.434,25.743,0.0194,2.522,5
2232.00,0.558,6.298,0.456,25.755,0.0207,2.537,5
2240.00,0.560,6.379,0.434,25.793,0.0178,2.405,5
2248.00,0.562,6.382,0.493,25.806,0.0225,2.627,4
2256.00,0.564,6.412,0.447,25.861,0.0208,2.507,5
2264.00,0.566,6.421,0.491,25.727,0.0216,2.624,5
2272.00,0.568,6.422,0.452,25.782,0.0220,2.583,5
2280.00,0.570,6.415,0.548,25.717,0.0224,2.755,4
2288.00,0.572,6.479,0.476,25.760,0.0228,2.535,5
2296.00,0.574,6.448,0.554,25.780,0.0211,2.821,5
2304.00,0.576,6.439,0.461,25.734,0.0183,2.644,4
2312.00,0.578,6.404,0.553,25.676,0.0190,2.841,5
2320.00,0.580,6.459,0.502,25.650,0.0217,2.616,4
2328.00,0.582,6.430,0.503,25.673,0.0203,2.760,5
2336.00,0.584,6.425,0.505,25.705,0.0199,2.730,5
2344.00,0.586,6.461,0.511,25.716,0.0226,2.672,4
2352.00,0.588,6.500,0.504,25.704,0.0217,2.669,4
2360.00,0.590,6.472,0.498,25.715,0.0197,2.771,5
2368.00,0.592,6.473,0.490,25.648,0.0203,2.725,5
2376.00,0.594,6.461,0.531,25.634,0.0222,2.823,5
2384.00,0.596,6.461,0.555,25.664,0.0237,2.837,4
2392.00,0.598,6.519,0.532,25.709,0.0186,2.714,5
2400.00,0.600,6.551,0.508,25.697,0.0200,2.729,4
2408.00,0.602,6.592,0.484,25.697,0.0194,2.681,5
2416.00,0.604,6.607,0.502,25.711,0.0204,2.756,5
2424.00,0.606,6.696,0.513,25.641,0.0186,2.672,5
2432.00,0.608,6.714,0.497,25.612,0.0203,2.761,4
2440.00,0.610,6.701,0.576,25.463,0.0198,2.949,5
2448.00,0.612,6.729,0.519,25.643,0.0197,2.789,4
2456.00,0.614,6.711,0.518,25.573,0.0160,2.880,5
2464.00,0.616,6.714,0.528,25.561,0.0197,2.859,5
2472.00,0.618,6.855,0.488,25.590,0.0210,2.580,5
2480.00,0.620,6.916,0.538,25.451,0.0206,2.801,5
2488.00,0.622,7.004,0.476,25.546,0.0207,2.658,5
2496.00,0.624,7.050,0.547,25.510,0.0201,2.852,4
2504.00,0.626,7.000,0.558,25.460,0.0219,3.022,5
2512.00,0.628,7.038,0.511,25.539,0.0208,2.810,5
2520.00,0.630,7.112,0.495,25.526,0.0197,2.736,5
2528.00,0.632,7.199,0.508,25.484,0.0211,2.738,5
2536.00,0.634,7.227,0.524,25.445,0.0207,2.868,5
2544.00,0.636,7.246,0.541,25.475,0.0201,2.923,5
2552.00,0.638,7.274,0.510,25.439,0.0194,2.856,5
2560.00,0.640,7.384,0.505,25.347,0.0229,2.715,4
2568.00,0.642,7.449,0.535,25.392,0.0172,2.860,4
2576.00,0.644,7.490,0.543,25.471,0.0196,2.912,5
2584.00,0.646,7.535,0.527,25.497,0.0208,2.883,5
2592.00,0.648,7.692,0.489,25.446,0.0209,2.654,5
2600.00,0.650,7.699,0.577,25.508,0.0247,3.040,5
2608.00,0.652,7.842,0.493,25.452,0.0201,2.694,5
2616.00,0.654,7.953,0.489,25.498,0.0212,2.739,5
2624.00,0.656,7.990,0.505,25.573,0.0212,2.889,5
2632.00,0.658,8.014,0.503,25.474,0.0173,2.917,4
2640.00,0.660,8.067,0.553,25.448,0.0178,2.963,5
2648.00,0.662,8.147,0.528,25.489,0.0202,2.884,5
2656.00,0.664,8.256,0.533,25.498,0.0207,2.830,5
2664.00,0.666,8.341,0.569,25.474,0.0197,2.946,5
2672.00,0.668,8.375,0.608,25.593,0.0201,3.109,5
2680.00,0.670,8.400,0.541,25.582,0.0200,3.018,4
2688.00,0.672,8.509,0.533,25.519,0.0186,2.882,5
2696.00,0.674,8.569,0.554,25.451,0.0202,2.996,5
2704.00,0.676,8.553,0.575,25.370,0.0247,3.150,5
2712.00,0.678,8.644,0.519,25.398,0.0215,2.889,5
2720.00,0.680,8.684,0.498,25.443,0.0236,2.949,5
2728.00,0.682,8.828,0.494,25.364,0.0235,2.785,4
2736.00,0.684,8.850,0.541,25.455,0.0239,3.058,5
2744.00,0.686,8.946,0.571,25.411,0.0226,3.008,5
2752.00,0.688,8.940,0.554,25.402,0.0226,3.148,5
2760.00,0.690,9.052,0.488,25.556,0.0205,2.853,5
2768.00,0.692,9.118,0.517,25.484,0.0228,2.981,5
2776.00,0.694,9.228,0.593,25.478,0.0224,3.054,5
2784.00,0.696,9.323,0.529,25.588,0.0203,2.975,5
2792.00,0.698,9.438,0.504,25.543,0.0194,2.907,5
2800.00,0.700,9.521,0.493,25.542,0.0215,2.944,5
2808.00,0.702,9.550,0.553,25.454,0.0212,3.134,5
2816.00,0.704,9.631,0.524,25.402,0.0185,3.020,5
2824.00,0.706,9.796,0.495,25.395,0.0235,2.832,5
2832.00,0.708,9.840,0.550,25.410,0.0248,3.129,5
2840.00,0.710,9.895,0.512,25.407,0.0227,3.048,5
2848.00,0.712,10.051,0.488,25.306,0.0215,2.860,5
2856.00,0.714,10.085,0.555,25.297,0.0247,3.166,4
2864.00,0.716,10.106,0.512,25.402,0.0211,3.127,4
2872.00,0.718,10.123,0.559,25.413,0.0179,3.222,5
2880.00,0.720,10.212,0.526,25.373,0.0192,3.052,5
2888.00,0.722,10.247,0.558,25.459,0.0194,3.199,5
2896.00,0.724,10.341,0.505,25.519,0.0194,3.026,5
2904.00,0.726,10.354,0.625,25.382,0.0184,3.363,5
2912.00,0.728,10.402,0.583,25.495,0.0202,3.243,5
2920.00,0.730,10.502,0.598,25.489,0.0189,3.188,5
2928.00,0.732,10.567,0.564,25.431,0.0199,3.193,5
2936.00,0.734,10.605,0.583,25.348,0.0195,3.276,5
2944.00,0.736,10.578,0.586,25.414,0.0184,3.390,5
2952.00,0.738,10.559,0.652,25.436,0.0204,3.490,5
2960.00,0.740,10.562,0.645,25.363,0.0214,3.449,5
2968.00,0.742,10.641,0.541,25.452,0.0223,3.168,4
2976.00,0.744,10.761,0.580,25.388,0.0215,3.172,5
2984.00,0.746,10.800,0.521,25.487,0.0212,3.213,5
2992.00,0.748,10.877,0.588,25.390,0.0168,3.276,5
3000.00,0.750,10.920,0.609,25.376,0.0213,3.361,5
3008.00,0.752,10.970,0.579,25.414,0.0181,3.306,5
3016.00,0.754,11.007,0.538,25.374,0.0171,3.268,5
3024.00,0.756,11.068,0.629,25.476,0.0196,3.386,5
3032.00,0.758,11.135,0.585,25.545,0.0172,3.310,5
3040.00,0.760,11.201,0.555,25.496,0.0205,3.263,5
3048.00,0.762,11.307,0.666,25.412,0.0192,3.392,5
3056.00,0.764,11.362,0.600,25.463,0.0210,3.373,5
3064.00,0.766,11.472,0.625,25.411,0.0210,3.333,5
3072.00,0.768,11.591,0.596,25.428,0.0183,3.282,5
3080.00,0.770,11.586,0.711,25.486,0.0170,3.669,5
3088.00,0.772,11.594,0.634,25.449,0.0179,3.519,5
3096.00,0.774,11.635,0.667,25.403,0.0178,3.542,4
3104.00,0.776,11.753,0.655,25.485,0.0185,3.407,5
3112.00,0.778,11.807,0.644,25.387,0.0205,3.495,5
3120.00,0.780,11.803,0.701,25.445,0.0217,3.686,5
3128.00,0.782,11.935,0.661,25.458,0.0182,3.420,5
3136.00,0.784,12.025,0.592,25.522,0.0172,3.376,5
3144.00,0.786,12.031,0.656,25.435,0.0170,3.611,5
3152.00,0.788,12.123,0.616,25.424,0.0176,3.423,5
3160.00,0.790,12.245,0.664,25.432,0.0186,3.458,5
3168.00,0.792,12.275,0.635,25.525,0.0172,3.567,5
3176.00,0.794,12.311,0.658,25.446,0.0178,3.606,5
3184.00,0.796,12.405,0.635,25.475,0.0211,3.470,5
3192.00,0.798,12.527,0.590,25.438,0.0150,3.364,5
3200.00,0.800,12.545,0.652,25.588,0.0156,3.645,5
3208.00,0.802,12.590,0.684,25.536,0.0189,3.649,5
3216.00,0.804,12.694,0.659,25.531,0.0204,3.516,5
3224.00,0.806,12.718,0.733,25.455,0.0198,3.771,5
3232.00,0.808,12.799,0.637,25.500,0.0179,3.537,5
3240.00,0.810,12.792,0.757,25.557,0.0185,3.885,5
3248.00,0.812,12.816,0.653,25.565,0.0199,3.662,5
3256.00,0.814,12.907,0.686,25.589,0.0210,3.617,5
3264.00,0.816,12.979,0.637,25.565,0.0183,3.575,4
3272.00,0.818,13.055,0.683,25.541,0.0185,3.654,5
3280.00,0.820,13.081,0.668,25.448,0.0170,3.707,5
3288.00,0.822,13.094,0.730,25.554,0.0199,3.845,5
3296.00,0.824,13.092,0.717,25.610,0.0182,3.858,5
3304.00,0.826,13.141,0.664,25.494,0.0155,3.697,5
3312.00,0.828,13.170,0.659,25.491,0.0204,3.725,5
3320.00,0.830,13.198,0.677,25.591,0.0189,3.758,5
3328.00,0.832,13.311,0.640,25.513,0.0189,3.564,5
3336.00,0.834,13.315,0.718,25.493,0.0205,3.876,5
3344.00,0.836,13.338,0.671,25.645,0.0195,3.778,5
3352.00,0.838,13.450,0.695,25.602,0.0184,3.690,5
3360.00,0.840,13.554,0.690,25.727,0.0187,3.705,5
3368.00,0.842,13.571,0.714,25.600,0.0189,3.885,4
3376.00,0.844,13.552,0.695,25.605,0.0209,3.910,4
3384.00,0.846,13.563,0.719,25.602,0.0227,3.903,5
3392.00,0.848,13.659,0.749,25.559,0.0184,3.824,5
3400.00,0.850,13.630,0.805,25.520,0.0200,4.121,5
3408.00,0.852,13.657,0.755,25.481,0.0167,3.959,5
3416.00,0.854,13.666,0.728,25.505,0.0192,3.947,5
3424.00,0.856,13.754,0.693,25.519,0.0149,3.774,4
3432.00,0.858,13.815,0.723,25.540,0.0159,3.881,5
3440.00,0.860,13.790,0.722,25.515,0.0168,4.016,5
3448.00,0.862,13.775,0.735,25.516,0.0201,4.019,5
3456.00,0.864,13.793,0.740,25.556,0.0187,3.988,5
3464.00,0.866,13.794,0.756,25.664,0.0182,4.054,5
3472.00,0.868,13.817,0.731,25.649,0.0192,3.986,5
3480.00,0.870,13.933,0.738,25.552,0.0158,3.858,5
3488.00,0.872,14.011,0.736,25.569,0.0183,3.917,5
3496.00,0.874,14.061,0.724,25.515,0.0229,3.937,5
