time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
242.00,0.484,1.940,0.384,25.529,0.0183,2.112,5
244.00,0.488,1.992,0.389,25.487,0.0185,2.175,5
246.00,0.492,2.118,0.390,25.437,0.0183,2.140,5
248.00,0.496,2.049,0.392,25.413,0.0152,2.309,5
250.00,0.500,2.027,0.400,25.393,0.0180,2.299,5
252.00,0.504,2.034,0.423,25.468,0.0182,2.328,5
254.00,0.508,2.095,0.464,25.470,0.0184,2.372,5
256.00,0.512,2.181,0.449,25.418,0.0178,2.336,5
258.00,0.516,2.208,0.399,25.371,0.0174,2.314,5
260.00,0.520,2.265,0.406,25.342,0.0165,2.303,5
262.00,0.524,2.311,0.448,25.410,0.0186,2.405,5
264.00,0.528,2.410,0.473,25.377,0.0169,2.412,5
266.00,0.532,2.592,0.486,25.383,0.0203,2.387,5
268.00,0.536,2.745,0.514,25.403,0.0201,2.468,5
270.00,0.540,2.813,0.527,25.381,0.0209,2.559,5
272.00,0.544,2.832,0.466,25.386,0.0205,2.510,5
274.00,0.548,2.952,0.446,25.474,0.0176,2.422,5
276.00,0.552,3.183,0.470,25.503,0.0168,2.383,5
278.00,0.556,3.420,0.393,25.484,0.0178,2.263,5
280.00,0.560,3.616,0.397,25.393,0.0168,2.311,5
282.00,0.564,3.713,0.427,25.385,0.0182,2.460,5
284.00,0.568,3.832,0.426,25.423,0.0198,2.447,5
286.00,0.572,3.952,0.465,25.356,0.0197,2.526,5
288.00,0.576,4.080,0.471,25.265,0.0175,2.543,5
290.00,0.580,4.208,0.417,25.259,0.0171,2.466,5
292.00,0.584,4.371,0.406,25.300,0.0165,2.434,5
294.00,0.588,4.616,0.439,25.350,0.0174,2.436,5
296.00,0.592,4.795,0.438,25.275,0.0176,2.507,5
298.00,0.596,5.022,0.418,25.327,0.0176,2.449,5
300.00,0.600,5.159,0.480,25.275,0.0161,2.632,5
302.00,0.604,5.337,0.426,25.252,0.0169,2.521,5
304.00,0.608,5.505,0.383,25.217,0.0167,2.472,5
306.00,0.612,5.751,0.430,25.242,0.0162,2.497,5
308.00,0.616,5.889,0.442,25.238,0.0160,2.617,5
310.00,0.620,5.968,0.460,25.290,0.0178,2.707,5
312.00,0.624,6.287,0.451,25.375,0.0199,2.514,5
314.00,0.628,6.492,0.467,25.368,0.0198,2.645,5
316.00,0.632,6.756,0.449,25.429,0.0166,2.583,5
318.00,0.636,6.902,0.504,25.410,0.0163,2.771,5
320.00,0.640,7.027,0.503,25.370,0.0175,2.811,5
322.00,0.644,7.103,0.503,25.364,0.0188,2.860,5
324.00,0.648,7.317,0.452,25.323,0.0177,2.676,5
326.00,0.652,7.446,0.518,25.336,0.0166,2.867,5
328.00,0.656,7.601,0.543,25.331,0.0153,2.897,5
330.00,0.660,7.845,0.509,25.341,0.0146,2.768,5
332.00,0.664,8.239,0.481,25.359,0.0138,2.626,5
334.00,0.668,8.633,0.471,25.341,0.0149,2.626,5
336.00,0.672,8.874,0.555,25.310,0.0164,2.901,5
338.00,0.676,8.967,0.558,25.383,0.0166,3.035,5
340.00,0.680,9.118,0.538,25.349,0.0162,2.970,5
342.00,0.684,9.258,0.532,25.280,0.0153,2.983,5
344.00,0.688,9.489,0.557,25.228,0.0176,2.972,5
346.00,0.692,9.597,0.605,25.269,0.0163,3.158,5
348.00,0.696,9.635,0.587,25.200,0.0161,3.203,5
350.00,0.700,9.706,0.559,25.151,0.0164,3.137,5
352.00,0.704,9.968,0.507,25.175,0.0165,2.911,4
354.00,0.708,10.215,0.531,25.197,0.0155,2.979,4
356.00,0.712,10.441,0.590,25.242,0.0159,3.105,4
358.00,0.716,10.676,0.586,25.190,0.0159,3.107,4
360.00,0.720,10.882,0.574,25.223,0.0137,3.118,5
362.00,0.724,11.065,0.565,25.167,0.0147,3.134,5
364.00,0.728,11.177,0.621,25.240,0.0149,3.295,4
366.00,0.732,11.418,0.556,25.275,0.0145,3.102,4
368.00,0.736,11.590,0.576,25.240,0.0145,3.205,4
370.00,0.740,11.918,0.513,25.287,0.0140,2.985,5
372.00,0.744,12.051,0.550,25.298,0.0127,3.217,4
374.00,0.748,12.057,0.593,25.277,0.0143,3.400,5
376.00,0.752,12.127,0.523,25.327,0.0140,3.253,4
378.00,0.756,12.272,0.571,25.287,0.0143,3.285,5
380.00,0.760,12.383,0.573,25.272,0.0130,3.326,5
382.00,0.764,12.646,0.523,25.224,0.0158,3.137,5
384.00,0.768,12.659,0.587,25.312,0.0147,3.453,4
386.00,0.772,12.709,0.621,25.314,0.0132,3.480,5
388.00,0.776,12.797,0.570,25.348,0.0132,3.375,4
390.00,0.780,12.920,0.586,25.343,0.0132,3.397,5
392.00,0.784,13.172,0.546,25.315,0.0140,3.249,4
394.00,0.788,13.277,0.576,25.248,0.0153,3.429,4
396.00,0.792,13.321,0.608,25.265,0.0150,3.538,5
398.00,0.796,13.358,0.645,25.303,0.0135,3.614,4
400.00,0.800,13.410,0.602,25.330,0.0139,3.543,4
402.00,0.804,13.647,0.603,25.319,0.0136,3.414,5
404.00,0.808,13.887,0.629,25.315,0.0139,3.466,5
406.00,0.812,14.034,0.586,25.350,0.0147,3.489,5
408.00,0.816,14.156,0.594,25.288,0.0166,3.534,5
410.00,0.820,14.434,0.590,25.366,0.0161,3.407,4
412.00,0.824,14.750,0.636,25.340,0.0176,3.463,5
414.00,0.828,14.945,0.603,25.334,0.0190,3.524,4
416.00,0.832,15.126,0.664,25.293,0.0182,3.644,5
418.00,0.836,15.292,0.671,25.234,0.0168,3.687,5
420.00,0.840,15.490,0.645,25.219,0.0161,3.627,5
422.00,0.844,15.763,0.645,25.241,0.0145,3.578,5
424.00,0.848,16.177,0.628,25.276,0.0147,3.452,4
426.00,0.852,16.315,0.605,25.246,0.0148,3.651,5
428.00,0.856,16.494,0.623,25.261,0.0140,3.656,5
430.00,0.860,16.683,0.609,25.209,0.0145,3.631,5
432.00,0.864,16.911,0.595,25.191,0.0154,3.602,5
434.00,0.868,17.166,0.604,25.257,0.0147,3.609,5
436.00,0.872,17.303,0.665,25.225,0.0148,3.806,5
438.00,0.876,17.335,0.693,25.165,0.0168,3.945,5
440.00,0.880,17.264,0.711,25.164,0.0204,4.070,5
442.00,0.884,17.305,0.642,25.193,0.0190,3.880,5
444.00,0.888,17.328,0.663,25.202,0.0185,3.941,5
446.00,0.892,17.599,0.643,25.229,0.0157,3.730,5
448.00,0.896,17.835,0.616,25.233,0.0170,3.723,5
450.00,0.900,18.174,0.640,25.242,0.0170,3.691,5
452.00,0.904,18.533,0.608,25.178,0.0158,3.640,5
454.00,0.908,18.892,0.616,25.183,0.0147,3.674,4
456.00,0.912,19.125,0.692,25.217,0.0182,3.906,5
458.00,0.916,19.421,0.714,25.132,0.0185,3.904,5
460.00,0.920,19.689,0.753,25.034,0.0200,4.005,5
462.00,0.924,19.954,0.739,25.068,0.0168,3.996,5
464.00,0.928,20.059,0.786,25.119,0.0143,4.216,5
466.00,0.932,20.166,0.767,25.162,0.0127,4.193,5
468.00,0.936,20.485,0.739,25.193,0.0127,3.988,5
470.00,0.940,20.617,0.754,25.255,0.0137,4.182,5
472.00,0.944,20.564,0.793,25.169,0.0135,4.404,5
474.00,0.948,20.558,0.803,25.149,0.0148,4.403,5
476.00,0.952,20.685,0.739,25.154,0.0139,4.186,5
478.00,0.956,20.837,0.770,25.240,0.0141,4.243,5
480.00,0.960,21.000,0.742,25.250,0.0165,4.193,5
482.00,0.964,21.014,0.810,25.156,0.0152,4.441,5
484.00,0.968,21.113,0.817,25.206,0.0142,4.406,5
486.00,0.972,21.182,0.782,25.220,0.0148,4.374,5
488.00,0.976,21.203,0.841,25.250,0.0177,4.529,5
490.00,0.980,21.320,0.827,25.230,0.0169,4.444,4
492.00,0.984,21.602,0.850,25.213,0.0200,4.364,5
494.00,0.988,21.824,0.802,25.272,0.0209,4.349,5
496.00,0.992,21.871,0.812,25.281,0.0171,4.518,5
498.00,0.996,22.035,0.747,25.268,0.0158,4.325,5
500.00,1.000,22.254,0.806,25.221,0.0192,4.397,5
