time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
124.00,0.248,3.370,0.201,25.509,0.0139,1.079,3
126.00,0.252,3.476,0.230,25.418,0.0159,1.105,4
128.00,0.256,3.599,0.190,25.397,0.0197,1.044,3
130.00,0.260,3.521,0.269,25.411,0.0190,1.350,4
132.00,0.264,3.403,0.244,25.385,0.0180,1.347,4
134.00,0.268,3.357,0.261,25.339,0.0170,1.323,4
136.00,0.272,3.397,0.223,25.387,0.0164,1.207,4
138.00,0.276,3.383,0.199,25.417,0.0170,1.235,4
140.00,0.280,3.356,0.261,25.427,0.0146,1.355,4
142.00,0.284,3.257,0.264,25.383,0.0142,1.439,4
144.00,0.288,3.248,0.209,25.382,0.0167,1.288,4
146.00,0.292,3.099,0.320,25.411,0.0154,1.596,4
148.00,0.296,2.946,0.287,25.443,0.0157,1.559,4
150.00,0.300,2.851,0.269,25.543,0.0146,1.486,4
152.00,0.304,2.780,0.282,25.470,0.0144,1.510,4
154.00,0.308,2.928,0.256,25.470,0.0134,1.299,3
156.00,0.312,3.007,0.277,25.462,0.0181,1.411,4
158.00,0.316,3.061,0.310,25.429,0.0173,1.497,4
160.00,0.320,3.157,0.304,25.455,0.0182,1.467,4
162.00,0.324,3.288,0.315,25.410,0.0172,1.451,4
164.00,0.328,3.333,0.324,25.301,0.0184,1.565,4
166.00,0.332,3.593,0.262,25.357,0.0168,1.295,4
168.00,0.336,3.572,0.233,25.380,0.0162,1.492,4
170.00,0.340,3.572,0.280,25.318,0.0165,1.563,3
172.00,0.344,3.681,0.245,25.310,0.0174,1.414,4
174.00,0.348,3.929,0.187,25.326,0.0194,1.219,4
176.00,0.352,4.112,0.187,25.375,0.0190,1.331,4
178.00,0.356,4.217,0.201,25.398,0.0175,1.385,4
180.00,0.360,4.218,0.240,25.379,0.0152,1.587,4
182.00,0.364,4.363,0.229,25.416,0.0133,1.439,4
184.00,0.368,4.446,0.267,25.433,0.0122,1.558,4
186.00,0.372,4.591,0.277,25.398,0.0134,1.518,4
188.00,0.376,4.626,0.272,25.390,0.0159,1.634,4
190.00,0.380,4.670,0.311,25.387,0.0166,1.711,4
192.00,0.384,4.742,0.284,25.418,0.0144,1.647,4
194.00,0.388,4.931,0.282,25.442,0.0142,1.573,4
196.00,0.392,5.128,0.273,25.436,0.0139,1.557,4
198.00,0.396,5.336,0.277,25.311,0.0168,1.572,4
200.00,0.400,5.397,0.288,25.324,0.0188,1.720,4
202.00,0.404,5.502,0.298,25.357,0.0166,1.692,4
204.00,0.408,5.605,0.291,25.400,0.0146,1.707,4
206.00,0.412,5.668,0.340,25.419,0.0151,1.843,4
208.00,0.416,5.767,0.306,25.444,0.0169,1.772,4
210.00,0.420,5.755,0.309,25.416,0.0168,1.876,4
212.00,0.424,5.698,0.304,25.384,0.0167,1.924,4
214.00,0.428,5.800,0.305,25.367,0.0164,1.808,4
216.00,0.432,5.739,0.291,25.487,0.0172,1.925,4
218.00,0.436,5.674,0.329,25.441,0.0179,2.006,4
220.00,0.440,5.771,0.320,25.437,0.0169,1.876,4
222.00,0.444,5.960,0.272,25.446,0.0155,1.734,4
224.00,0.448,6.098,0.301,25.489,0.0179,1.836,4
226.00,0.452,6.207,0.330,25.499,0.0181,1.911,5
228.00,0.456,6.229,0.374,25.456,0.0167,2.075,4
230.00,0.460,6.370,0.292,25.409,0.0182,1.850,4
232.00,0.464,6.572,0.306,25.463,0.0160,1.838,4
234.00,0.468,6.716,0.292,25.474,0.0160,1.872,4
236.00,0.472,6.935,0.305,25.483,0.0184,1.859,4
238.00,0.476,7.080,0.271,25.451,0.0198,1.868,4
240.00,0.480,7.251,0.283,25.460,0.0178,1.870,5
242.00,0.484,7.374,0.304,25.433,0.0166,1.960,5
244.00,0.488,7.530,0.327,25.457,0.0174,1.984,4
246.00,0.492,7.705,0.331,25.420,0.0171,1.987,4
248.00,0.496,7.846,0.348,25.464,0.0162,2.062,5
250.00,0.500,7.921,0.383,25.491,0.0152,2.187,5
252.00,0.504,8.059,0.351,25.441,0.0135,2.095,5
254.00,0.508,8.200,0.397,25.300,0.0114,2.191,5
256.00,0.512,8.293,0.372,25.318,0.0123,2.201,5
258.00,0.516,8.323,0.379,25.359,0.0128,2.280,5
260.00,0.520,8.296,0.400,25.403,0.0166,2.373,5
262.00,0.524,8.389,0.364,25.428,0.0207,2.228,5
264.00,0.528,8.640,0.335,25.403,0.0225,2.067,4
266.00,0.532,8.746,0.415,25.470,0.0198,2.331,5
268.00,0.536,8.786,0.382,25.409,0.0168,2.327,5
270.00,0.540,8.825,0.333,25.355,0.0179,2.262,5
272.00,0.544,9.008,0.358,25.411,0.0179,2.207,5
274.00,0.548,9.206,0.392,25.446,0.0198,2.269,5
276.00,0.552,9.377,0.407,25.448,0.0196,2.324,4
278.00,0.556,9.500,0.423,25.526,0.0191,2.394,4
280.00,0.560,9.689,0.392,25.609,0.0194,2.302,4
282.00,0.564,9.819,0.386,25.534,0.0218,2.359,5
284.00,0.568,9.858,0.441,25.507,0.0196,2.531,5
286.00,0.572,9.999,0.422,25.513,0.0178,2.442,4
288.00,0.576,10.200,0.385,25.395,0.0178,2.334,4
290.00,0.580,10.325,0.411,25.408,0.0206,2.426,4
292.00,0.584,10.387,0.442,25.483,0.0219,2.548,5
294.00,0.588,10.391,0.449,25.363,0.0219,2.639,4
296.00,0.592,10.485,0.419,25.382,0.0212,2.530,5
298.00,0.596,10.701,0.398,25.399,0.0192,2.414,5
300.00,0.600,10.925,0.441,25.468,0.0189,2.481,4
302.00,0.604,11.030,0.427,25.523,0.0197,2.561,4
304.00,0.608,11.081,0.435,25.512,0.0180,2.626,5
306.00,0.612,11.214,0.418,25.603,0.0179,2.565,5
308.00,0.616,11.456,0.449,25.628,0.0160,2.539,5
310.00,0.620,11.619,0.459,25.543,0.0168,2.636,5
312.00,0.624,11.786,0.482,25.542,0.0163,2.686,5
314.00,0.628,11.873,0.479,25.667,0.0177,2.753,4
316.00,0.632,11.918,0.481,25.661,0.0171,2.796,4
318.00,0.636,12.053,0.487,25.613,0.0165,2.738,4
320.00,0.640,12.142,0.518,25.583,0.0167,2.832,4
322.00,0.644,12.146,0.545,25.627,0.0163,2.961,4
324.00,0.648,12.322,0.512,25.673,0.0144,2.794,5
326.00,0.652,12.670,0.499,25.684,0.0141,2.660,4
328.00,0.656,12.817,0.473,25.601,0.0138,2.796,5
330.00,0.660,12.917,0.495,25.604,0.0122,2.884,4
332.00,0.664,13.060,0.527,25.629,0.0149,2.913,5
334.00,0.668,13.221,0.489,25.688,0.0139,2.842,5
336.00,0.672,13.382,0.517,25.632,0.0161,2.887,5
338.00,0.676,13.455,0.516,25.619,0.0193,2.971,4
340.00,0.680,13.640,0.527,25.587,0.0196,2.919,4
342.00,0.684,13.784,0.502,25.619,0.0167,2.912,4
344.00,0.688,13.887,0.471,25.573,0.0176,2.921,4
346.00,0.692,14.015,0.507,25.552,0.0184,2.953,4
348.00,0.696,14.082,0.573,25.630,0.0188,3.159,4
350.00,0.700,14.042,0.582,25.597,0.0187,3.255,4
352.00,0.704,14.147,0.567,25.609,0.0202,3.140,4
354.00,0.708,14.352,0.543,25.613,0.0181,3.037,4
356.00,0.712,14.491,0.535,25.618,0.0197,3.074,4
358.00,0.716,14.648,0.515,25.563,0.0189,3.041,4
360.00,0.720,14.897,0.494,25.553,0.0194,2.951,4
362.00,0.724,14.965,0.511,25.546,0.0197,3.139,4
364.00,0.728,15.097,0.535,25.537,0.0190,3.127,4
366.00,0.732,15.323,0.493,25.454,0.0180,2.996,5
368.00,0.736,15.566,0.529,25.482,0.0173,3.060,4
370.00,0.740,15.809,0.591,25.504,0.0188,3.169,5
372.00,0.744,15.979,0.569,25.506,0.0193,3.208,5
374.00,0.748,16.012,0.529,25.529,0.0192,3.269,4
376.00,0.752,16.199,0.506,25.529,0.0183,3.112,4
378.00,0.756,16.370,0.593,25.504,0.0151,3.299,4
380.00,0.760,16.562,0.594,25.485,0.0147,3.283,5
382.00,0.764,16.549,0.612,25.576,0.0150,3.497,4
384.00,0.768,16.569,0.634,25.596,0.0185,3.516,4
386.00,0.772,16.658,0.599,25.570,0.0179,3.424,4
388.00,0.776,16.746,0.588,25.501,0.0172,3.406,4
390.00,0.780,16.954,0.629,25.479,0.0182,3.381,4
392.00,0.784,17.099,0.610,25.540,0.0193,3.418,4
394.00,0.788,17.313,0.607,25.505,0.0153,3.380,4
396.00,0.792,17.620,0.549,25.558,0.0143,3.214,5
398.00,0.796,17.677,0.625,25.508,0.0141,3.576,4
400.00,0.800,17.648,0.692,25.544,0.0150,3.771,4
402.00,0.804,17.720,0.649,25.511,0.0148,3.629,4
404.00,0.808,17.905,0.672,25.530,0.0136,3.571,4
406.00,0.812,18.070,0.624,25.586,0.0144,3.541,5
408.00,0.816,18.090,0.654,25.561,0.0143,3.706,4
410.00,0.820,18.097,0.653,25.590,0.0137,3.736,4
412.00,0.824,18.163,0.639,25.465,0.0157,3.678,4
414.00,0.828,18.428,0.626,25.431,0.0140,3.490,4
416.00,0.832,18.555,0.624,25.418,0.0120,3.627,4
418.00,0.836,18.704,0.623,25.442,0.0132,3.622,5
420.00,0.840,18.858,0.616,25.465,0.0142,3.621,5
422.00,0.844,18.915,0.665,25.456,0.0138,3.799,5
424.00,0.848,19.169,0.678,25.487,0.0151,3.667,5
426.00,0.852,19.449,0.642,25.524,0.0129,3.592,5
428.00,0.856,19.788,0.584,25.514,0.0135,3.457,5
430.00,0.860,20.135,0.566,25.521,0.0128,3.453,4
432.00,0.864,20.352,0.607,25.497,0.0129,3.640,4
434.00,0.868,20.426,0.659,25.498,0.0124,3.861,4
436.00,0.872,20.555,0.668,25.540,0.0134,3.848,4
438.00,0.876,20.732,0.663,25.456,0.0151,3.818,4
440.00,0.880,20.894,0.650,25.422,0.0139,3.823,5
442.00,0.884,21.134,0.616,25.540,0.0141,3.697,4
444.00,0.888,21.271,0.648,25.570,0.0144,3.834,5
446.00,0.892,21.470,0.615,25.533,0.0114,3.765,5
448.00,0.896,21.681,0.664,25.576,0.0104,3.848,4
450.00,0.900,21.916,0.699,25.581,0.0112,3.895,4
452.00,0.904,22.256,0.738,25.540,0.0133,3.887,4
454.00,0.908,22.545,0.651,25.599,0.0102,3.806,4
456.00,0.912,22.821,0.683,25.609,0.0126,3.882,4
458.00,0.916,22.936,0.731,25.539,0.0117,4.094,4
460.00,0.920,23.039,0.690,25.620,0.0113,4.051,5
462.00,0.924,23.259,0.683,25.587,0.0109,3.968,4
464.00,0.928,23.489,0.745,25.617,0.0122,4.077,4
466.00,0.932,23.597,0.708,25.575,0.0137,4.120,4
468.00,0.936,23.585,0.761,25.538,0.0126,4.317,4
470.00,0.940,23.617,0.814,25.549,0.0113,4.373,5
472.00,0.944,23.590,0.774,25.608,0.0123,4.367,4
474.00,0.948,23.636,0.752,25.560,0.0127,4.277,5
476.00,0.952,23.791,0.783,25.564,0.0127,4.256,5
478.00,0.956,24.077,0.805,25.545,0.0134,4.202,4
480.00,0.960,24.140,0.823,25.523,0.0136,4.428,4
482.00,0.964,24.320,0.741,25.588,0.0150,4.217,4
484.00,0.968,24.417,0.758,25.501,0.0157,4.320,4
486.00,0.972,24.568,0.733,25.511,0.0153,4.251,4
488.00,0.976,24.605,0.769,25.558,0.0144,4.418,4
490.00,0.980,24.620,0.814,25.545,0.0150,4.526,5
492.00,0.984,24.652,0.769,25.454,0.0148,4.442,4
494.00,0.988,24.754,0.757,25.461,0.0161,4.379,4
496.00,0.992,25.007,0.724,25.426,0.0153,4.221,4
498.00,0.996,25.233,0.744,25.519,0.0143,4.288,5
500.00,1.000,25.446,0.752,25.499,0.0134,4.331,4
